,PropertyUrl,sq ft,sqft lot,acres lot,FoodFactor
16664,https://www.realtor.com/realestateandhomes-detail/5661-SW-13th-St_Plantation_FL_33317_M54572-66419,"1,574","9,750",,  1/10
16662,https://www.realtor.com/realestateandhomes-detail/5050-SW-163rd-Ave_Miramar_FL_33027_M56576-35181,"2,566","6,031",,  1/10
16661,https://www.realtor.com/realestateandhomes-detail/15628-NW-12th-Rd_Hollywood_FL_33028_M59806-09720,"2,238","4,725",,  1/10
16665,https://www.realtor.com/realestateandhomes-detail/11295-Lakeview-Dr_Coral-Springs_FL_33071_M52485-17681,"2,334",,,  1/10
16660,https://www.realtor.com/realestateandhomes-detail/11461-NW-24th-St_Plantation_FL_33323_M57021-25183,"3,014",,0.46,  6/10
16663,https://www.realtor.com/realestateandhomes-detail/541-S-Highland-Dr_Hollywood_FL_33021_M63273-98357,"2,042","9,185",,  4/10
16667,https://www.realtor.com/realestateandhomes-detail/377-NW-2nd-Way_Deerfield-Beach_FL_33441_M67430-65308,"1,273","6,000",,  3/10
16666,https://www.realtor.com/realestateandhomes-detail/5300-NE-31st-Ave_Fort-Lauderdale_FL_33308_M64612-53250,"2,657","9,371",,  10/10
16669,https://www.realtor.com/realestateandhomes-detail/14841-SW-40th-St_Davie_FL_33331_M69128-41177,"3,726",,0.82,  1/10
16670,https://www.realtor.com/realestateandhomes-detail/3708-Wilderness-Way_Coral-Springs_FL_33065_M59794-25984,"1,753","4,706",,  6/10
16671,https://www.realtor.com/realestateandhomes-detail/722-Glenn-Pkwy-3070_Hollywood_FL_33021_M65213-90332,880,"6,750",,  2/10
16668,https://www.realtor.com/realestateandhomes-detail/5061-SW-33rd-Way_Fort-Lauderdale_FL_33312_M68772-76934,"2,015","5,793",,  1/10
16673,https://www.realtor.com/realestateandhomes-detail/6940-Long-Leaf-Dr_Parkland_FL_33076_M54051-56494,"3,580",,0.34,  1/10
16672,https://www.realtor.com/realestateandhomes-detail/6401-SW-7th-St_Margate_FL_33068_M61357-51690,"1,798","8,930",,  4/10
16675,https://www.realtor.com/realestateandhomes-detail/8622-NW-27th-Ct_Coral-Springs_FL_33065_M60961-05802,"2,217",,0.38,  1/10
16674,https://www.realtor.com/realestateandhomes-detail/12463-Brookwood-Ct_Davie_FL_33330_M53736-25747,"3,927",,0.48,  2/10
16676,https://www.realtor.com/realestateandhomes-detail/18006-SW-26th-Ct_Miramar_FL_33029_M56670-13112,"3,663",,0.27,  1/10
16678,https://www.realtor.com/realestateandhomes-detail/1495-NW-67th-Ave_Margate_FL_33063_M69142-05038,"1,587","5,540",,  6/10
16679,https://www.realtor.com/realestateandhomes-detail/5643-NW-39th-Ave_Coconut-Creek_FL_33073_M51498-14873,"1,834","8,610",,  1/10
16677,https://www.realtor.com/realestateandhomes-detail/12718-NW-18th-Mnr_Coral-Springs_FL_33071_M64533-25754,"2,900",,0.25,  1/10
16682,https://www.realtor.com/realestateandhomes-detail/1257-Allamanda-Way_Weston_FL_33327_M53786-46591,"3,170","6,609",,  1/10
16683,https://www.realtor.com/realestateandhomes-detail/2720-NE-26th-St_Lighthouse-Point_FL_33064_M59015-09348,"2,292","8,000",,  10/10
16680,https://www.realtor.com/realestateandhomes-detail/2746-Arrowwood-Ct_Davie_FL_33328_M53631-09351,"1,318","4,053",,  1/10
16684,https://www.realtor.com/realestateandhomes-detail/2724-SE-13th-Ct_Pompano-Beach_FL_33062_M51196-45203,"1,892","6,000",,  9/10
16685,https://www.realtor.com/realestateandhomes-detail/4947-Pelican-Mnr_Coconut-Creek_FL_33073_M62337-67355,"2,137","4,395",,  1/10
16689,https://www.realtor.com/realestateandhomes-detail/826-Tulip-Cir_Weston_FL_33327_M63070-83711,"1,876",,0.25,  1/10
16686,https://www.realtor.com/realestateandhomes-detail/1752-SW-103rd-Ln_Davie_FL_33324_M53522-64962,"2,896",,0.26,  1/10
16687,https://www.realtor.com/realestateandhomes-detail/19140-N-Gardenia-Ave_Weston_FL_33332_M55048-44817,"3,439",,,  1/10
16690,https://www.realtor.com/realestateandhomes-detail/3796-NW-82nd-Dr_Pembroke-Pines_FL_33024_M67432-63619,"2,720","7,117",,  1/10
16691,https://www.realtor.com/realestateandhomes-detail/3331-NW-125th-Ave_Sunrise_FL_33323_M63011-82238,"1,886","1,552",,  1/10
16693,https://www.realtor.com/realestateandhomes-detail/15181-SW-31st-Ct_Davie_FL_33331_M53099-02361,"3,154",,0.82,  1/10
16692,https://www.realtor.com/realestateandhomes-detail/1011-SW-133rd-Ter_Davie_FL_33325_M53546-58758,"1,154","6,024",,  1/10
16697,https://www.realtor.com/realestateandhomes-detail/3317-Barbados-Ave_Hollywood_FL_33026_M53933-12987,"2,318",,0.24,  1/10
16695,https://www.realtor.com/realestateandhomes-detail/1015-SW-15th-Ter_Fort-Lauderdale_FL_33312_M66082-28202,840,"6,000",,  6/10
16694,https://www.realtor.com/realestateandhomes-detail/8551-NW-45th-St_Lauderhill_FL_33351_M51913-24058,"1,189","7,002",,  4/10
16696,https://www.realtor.com/realestateandhomes-detail/286-Tropic-Dr_Lauderdale-by-the-Sea_FL_33308_M65343-72178,,"9,121",,  10/10
16698,https://www.realtor.com/realestateandhomes-detail/3761-NW-107th-Way_Sunrise_FL_33351_M56354-27217,"1,656","3,496",,  1/10
16699,https://www.realtor.com/realestateandhomes-detail/6841-NW-6th-St_Margate_FL_33063_M55734-28214,"1,177","7,874",,  1/10
16700,https://www.realtor.com/realestateandhomes-detail/1108-NW-3rd-Ave_Fort-Lauderdale_FL_33311_M66067-41263,"1,189","6,748",,  7/10
16702,https://www.realtor.com/realestateandhomes-detail/1700-N-52nd-Ave_Hollywood_FL_33021_M66150-54167,"2,600","9,607",,  2/10
16704,https://www.realtor.com/realestateandhomes-detail/5650-NE-8th-Ave_Wilton-Manors_FL_33334_M67028-22462,"1,332","5,991",,  6/10
16706,https://www.realtor.com/realestateandhomes-detail/17968-SW-30th-Ct_Miramar_FL_33029_M59505-17059,"2,347","4,671",,  1/10
16701,https://www.realtor.com/realestateandhomes-detail/5258-NW-112th-Ter_Coral-Springs_FL_33076_M54343-85833,"2,272","5,750",,  1/10
16703,https://www.realtor.com/realestateandhomes-detail/5466-NW-85th-Ave_Coral-Springs_FL_33067_M59323-21832,"2,708",,0.27,  2/10
16705,https://www.realtor.com/realestateandhomes-detail/3801-NW-79th-Ave_Coral-Springs_FL_33065_M64431-37631,"1,888","7,754",,  5/10
16707,https://www.realtor.com/realestateandhomes-detail/19250-SW-54th-St_Miramar_FL_33029_M56221-20738,"3,087","7,800",,  1/10
16708,https://www.realtor.com/realestateandhomes-detail/100-Almar-Dr_Wilton-Manors_FL_33334_M62720-79955,"1,632","7,668",,  9/10
16709,https://www.realtor.com/realestateandhomes-detail/5240-NE-14th-Ter_Fort-Lauderdale_FL_33334_M62254-47513,"1,808","8,929",,  6/10
16711,https://www.realtor.com/realestateandhomes-detail/1611-NW-86th-Ter_Plantation_FL_33322_M52984-66792,"1,300","2,250",,  5/10
16710,https://www.realtor.com/realestateandhomes-detail/6595-Skipper-Ter_Margate_FL_33063_M50165-74607,"1,561","4,950",,  1/10
16715,https://www.realtor.com/realestateandhomes-detail/3616-NE-25th-Ave_Fort-Lauderdale_FL_33308_M54113-11214,"2,842",,0.23,  6/10
16716,https://www.realtor.com/realestateandhomes-detail/Pompano-Beach_FL_33064_M64581-47582,"1,810","3,362",,  1/10
16714,https://www.realtor.com/realestateandhomes-detail/7101-NW-11th-St_Plantation_FL_33313_M61112-36998,"2,963",,0.29,  6/10
16713,https://www.realtor.com/realestateandhomes-detail/1601-NW-48th-Pl_Pompano-Beach_FL_33064_M64178-25833,"1,130","2,250",,  1/10
16718,https://www.realtor.com/realestateandhomes-detail/1701-NW-127th-Way_Coral-Springs_FL_33071_M91381-90402,"2,929",,0.26,  6/10
16717,https://www.realtor.com/realestateandhomes-detail/12704-SW-51st-Ct_Miramar_FL_33027_M57265-02643,"3,079","6,561",,  6/10
16712,https://www.realtor.com/realestateandhomes-detail/207-NW-100th-Ave_Plantation_FL_33324_M64760-91393,"1,564","5,176",,  3/10
16719,https://www.realtor.com/realestateandhomes-detail/1600-SW-13th-Ct_Fort-Lauderdale_FL_33312_M53538-07939,"2,287","6,037",,  6/10
16722,https://www.realtor.com/realestateandhomes-detail/6760-NW-22nd-Ter_Fort-Lauderdale_FL_33309_M50689-23107,"1,605","8,791",,  3/10
16723,https://www.realtor.com/realestateandhomes-detail/19064-NW-13th-St_Pembroke-Pines_FL_33029_M52595-50998,"2,216","5,665",,  4/10
16725,https://www.realtor.com/realestateandhomes-detail/6681-NW-103rd-Ln_Parkland_FL_33076_M50991-04149,"3,445",,0.35,  1/10
16724,https://www.realtor.com/realestateandhomes-detail/1975-Lakeshore-Dr_Weston_FL_33326_M51400-06929,"2,026",,0.27,  1/10
16726,https://www.realtor.com/realestateandhomes-detail/5102-SW-92nd-Ter_Cooper-City_FL_33328_M60506-29277,"1,374","8,635",,  7/10
16727,https://www.realtor.com/realestateandhomes-detail/2442-Provence-Cir_Weston_FL_33327_M51451-61002,"4,328",,0.37,  3/10
16728,https://www.realtor.com/realestateandhomes-detail/1610-Island-Way_Weston_FL_33326_M51535-62956,"3,032",,0.39,  1/10
16730,https://www.realtor.com/realestateandhomes-detail/4903-Whispering-Way_Fort-Lauderdale_FL_33312_M60867-06528,"2,344","4,245",,  1/10
16729,https://www.realtor.com/realestateandhomes-detail/8200-NW-125th-Ln_Parkland_FL_33076_M53594-31183,"3,393","6,662",,  1/10
16732,https://www.realtor.com/realestateandhomes-detail/7630-Marblehead-Ct_Parkland_FL_33067_M59427-04662,"4,468",,0.84,  1/10
16731,https://www.realtor.com/realestateandhomes-detail/2977-Oak-Park-Cir_Davie_FL_33328_M53583-02045,"1,474","7,258",,  1/10
16733,https://www.realtor.com/realestateandhomes-detail/14985-SW-38th-St_Davie_FL_33331_M69075-86679,"3,726",,1.07,  1/10
16734,https://www.realtor.com/realestateandhomes-detail/16768-SW-16th-St_Pembroke-Pines_FL_33027_M69316-23212,"3,501","7,475",,  1/10
16736,https://www.realtor.com/realestateandhomes-detail/7355-NW-83rd-Ave_Tamarac_FL_33321_M53138-77222,"3,836",,0.29,  1/10
16737,https://www.realtor.com/realestateandhomes-detail/2716-NE-30th-Ave_Lighthouse-Point_FL_33064_M56476-16482,"5,164",,0.27,  10/10
16738,https://www.realtor.com/realestateandhomes-detail/701-Hummingbird-Ln_Plantation_FL_33324_M69507-36330,"3,658",,0.25,  6/10
16739,https://www.realtor.com/realestateandhomes-detail/6220-SW-18th-Pl_Pompano-Beach_FL_33068_M58581-34940,"1,050","6,501",,  6/10
16735,https://www.realtor.com/realestateandhomes-detail/4240-NW-26th-St_Lauderhill_FL_33313_M59668-16949,"1,219","7,510",,  5/10
16741,https://www.realtor.com/realestateandhomes-detail/7261-Lemon-Grass-Dr_Parkland_FL_33076_M53622-26129,"5,605",,0.5,  1/10
16742,https://www.realtor.com/realestateandhomes-detail/1739-Royal-Palm-Way_Boca-Raton_FL_33432_M58471-57384,"3,099",,0.32,  9/10
16743,https://www.realtor.com/realestateandhomes-detail/1050-S-Southlake-Dr_Hollywood_FL_33019_M68455-69915,"3,275",,0.47,  10/10
16745,https://www.realtor.com/realestateandhomes-detail/4410-NW-9th-Ct_Coconut-Creek_FL_33066_M58127-90511,"1,633","8,410",,  4/10
16744,https://www.realtor.com/realestateandhomes-detail/12281-NW-30th-St_Sunrise_FL_33323_M62593-29375,"1,047","6,003",,  1/10
16740,https://www.realtor.com/realestateandhomes-detail/1050-Satinleaf-St_Hollywood_FL_33019_M51481-06234,"2,537","3,648",,  10/10
16746,https://www.realtor.com/realestateandhomes-detail/12280-NW-68th-Ct_Parkland_FL_33076_M53827-55291,"6,117",,0.5,  4/10
16747,https://www.realtor.com/realestateandhomes-detail/2310-Havana-Dr_Miramar_FL_33023_M65708-83203,888,"6,000",,  6/10
16748,https://www.realtor.com/realestateandhomes-detail/813-Harrison-St_Hollywood_FL_33019_M98472-91775,"3,429",,,  9/10
16750,https://www.realtor.com/realestateandhomes-detail/Lauderhill_FL_33313_M53844-39321,,"7,004",,  1/10
16721,https://www.realtor.com/realestateandhomes-detail/1333-SW-175th-Way_Pembroke-Pines_FL_33029_M59877-90674,"3,979",,0.35,  1/10
16749,https://www.realtor.com/realestateandhomes-detail/902-N-13th-Ave_Hollywood_FL_33019_M62237-87665,"1,852","7,443",,  10/10
16752,https://www.realtor.com/realestateandhomes-detail/2511-SW-21st-St_Fort-Lauderdale_FL_33312_M67410-69914,"1,882",,0.33,  5/10
16754,https://www.realtor.com/realestateandhomes-detail/7895-NW-110th-Dr_Parkland_FL_33076_M53314-81726,"3,846","8,606",,  1/10
16755,https://www.realtor.com/realestateandhomes-detail/1503-NW-159th-Ln_Pembroke-Pines_FL_33028_M56622-45214,"2,740","6,948",,  1/10
16751,https://www.realtor.com/realestateandhomes-detail/1644-NE-9th-Ave_Fort-Lauderdale_FL_33305_M58074-25439,"1,404","5,486",,  9/10
16756,https://www.realtor.com/realestateandhomes-detail/6551-NW-98th-Dr_Parkland_FL_33076_M69781-76140,"2,567",,0.25,  1/10
16757,https://www.realtor.com/realestateandhomes-detail/1102-N-14th-Ave_Hollywood_FL_33020_M58564-09181,"2,444",,,  10/10
16758,https://www.realtor.com/realestateandhomes-detail/423-Fort-Ter_Fort-Lauderdale_FL_33312_M96189-87548,"1,551",,,  9/10
16759,https://www.realtor.com/realestateandhomes-detail/1501-Victoria-Isle-Way_Weston_FL_33327_M54775-50403,"4,966",,0.31,  2/10
16760,https://www.realtor.com/realestateandhomes-detail/13280-SW-33rd-Ct_Davie_FL_33330_M63568-51750,"3,060",,0.8,  1/10
16761,https://www.realtor.com/realestateandhomes-detail/3450-SW-130th-Ave_Miramar_FL_33027_M50758-44423,"3,674",,2.5,  2/10
16762,https://www.realtor.com/realestateandhomes-detail/3995-Crescent-Creek-Pl_Coconut-Creek_FL_33073_M51728-64057,"2,185",,,  6/10
16763,https://www.realtor.com/realestateandhomes-detail/2200-N-36th-Ave_Hollywood_FL_33021_M52293-94627,"1,505","8,293",,  2/10
16764,https://www.realtor.com/realestateandhomes-detail/3024-NE-5th-Ave_Wilton-Manors_FL_33334_M50807-13666,"2,608","8,396",,  7/10
16765,https://www.realtor.com/realestateandhomes-detail/1549-Ponce-de-Leon-Dr_Fort-Lauderdale_FL_33316_M57818-44555,"7,288",,0.61,  9/10
16766,https://www.realtor.com/realestateandhomes-detail/4255-NW-64th-Ave_Coral-Springs_FL_33067_M61828-72289,"2,790","9,600",,  4/10
16768,https://www.realtor.com/realestateandhomes-detail/11807-NW-9th-St_Coral-Springs_FL_33071_M53470-86099,"4,826",,0.37,  1/10
16767,https://www.realtor.com/realestateandhomes-detail/7186-NW-123rd-Ave_Parkland_FL_33076_M54382-13311,"4,263",,0.26,  4/10
16769,https://www.realtor.com/realestateandhomes-detail/700-Heritage-Way_Weston_FL_33326_M53159-50816,,,,  1/10
16770,https://www.realtor.com/realestateandhomes-detail/8900-NW-70th-Ct_Tamarac_FL_33321_M63818-22528,"1,884",,0.28,  2/10
16771,https://www.realtor.com/realestateandhomes-detail/2041-NE-59th-Pl_Fort-Lauderdale_FL_33308_M67156-04680,"2,936","6,998",,  6/10
16720,https://www.realtor.com/realestateandhomes-detail/2153-NE-63rd-Ct_Fort-Lauderdale_FL_33308_M54303-28217,"1,689","7,097",,  6/10
16772,https://www.realtor.com/realestateandhomes-detail/1006-Hollywood-Blvd_Hollywood_FL_33019_M60001-92010,"3,935",,0.28,  9/10
16773,https://www.realtor.com/realestateandhomes-detail/2305-NW-15th-Ct_Fort-Lauderdale_FL_33311_M67408-74138,616,"7,087",,  1/10
16777,https://www.realtor.com/realestateandhomes-detail/2671-NW-63rd-Ter_Margate_FL_33063_M50406-48253,"1,136","6,004",,  3/10
16774,https://www.realtor.com/realestateandhomes-detail/6249-Pine-Ter_Plantation_FL_33317_M65833-16882,"1,720",,0.31,  6/10
16775,https://www.realtor.com/realestateandhomes-detail/1525-SW-13th-St_Fort-Lauderdale_FL_33312_M62480-41496,"1,129","6,930",,  6/10
16778,https://www.realtor.com/realestateandhomes-detail/1484-NE-57th-Pl_Fort-Lauderdale_FL_33334_M52606-93647,"2,137","7,500",,  6/10
16776,https://www.realtor.com/realestateandhomes-detail/400-S-56th-Ave_Hollywood_FL_33023_M69776-00000,"1,596","9,868",,  2/10
16779,https://www.realtor.com/realestateandhomes-detail/3730-SW-45th-Ter_West-Park_FL_33023_M56852-80213,726,"6,001",,  1/10
16780,https://www.realtor.com/realestateandhomes-detail/6134-Buchanan-St_Hollywood_FL_33024_M61374-02061,"1,016","6,997",,  1/10
16753,https://www.realtor.com/realestateandhomes-detail/1492-NE-53rd-Ct_Pompano-Beach_FL_33064_M51147-50770,"1,200","7,366",,  1/10
16786,https://www.realtor.com/realestateandhomes-detail/745-NW-74th-Way_Margate_FL_33063_M50540-90039,"1,500","4,404",,  4/10
16781,https://www.realtor.com/realestateandhomes-detail/910-NE-52nd-Ct_Pompano-Beach_FL_33064_M58316-69823,"1,218","6,200",,  3/10
16788,https://www.realtor.com/realestateandhomes-detail/3323-Chickee-Ln_Margate_FL_33063_M65172-10952,948,"2,800",,  1/10
16787,https://www.realtor.com/realestateandhomes-detail/799-NW-23rd-Ln_Delray-Beach_FL_33445_M54789-58499,"1,753","7,471",,  6/10
16783,https://www.realtor.com/realestateandhomes-detail/924-Johnson-St_Hollywood_FL_33019_M61505-12000,"1,928","5,183",,  10/10
16785,https://www.realtor.com/realestateandhomes-detail/2145-NE-62nd-St_Fort-Lauderdale_FL_33308_M55693-67449,"1,394","8,562",,  6/10
16782,https://www.realtor.com/realestateandhomes-detail/1324-Plumosa-Way_Weston_FL_33327_M50288-22474,"1,420","4,011",,  1/10
16793,https://www.realtor.com/realestateandhomes-detail/1552-SE-10th-St_Deerfield-Beach_FL_33441_M69278-99308,"1,812","9,900",,  10/10
16790,https://www.realtor.com/realestateandhomes-detail/620-Arizona-Ave_Fort-Lauderdale_FL_33312_M52977-71334,"1,220","8,927",,  2/10
16791,https://www.realtor.com/realestateandhomes-detail/2040-SW-38th-Ave_Fort-Lauderdale_FL_33312_M69825-90488,"1,420","7,875",,  2/10
16794,https://www.realtor.com/realestateandhomes-detail/1120-SW-128th-Dr_Davie_FL_33325_M52965-98420,"1,326",,0.29,  1/10
16789,https://www.realtor.com/realestateandhomes-detail/81-NE-47th-Ct_Oakland-Park_FL_33334_M58393-59202,"1,044","5,250",,  2/10
16792,https://www.realtor.com/realestateandhomes-detail/6282-Island-Way_Margate_FL_33063_M69759-91970,"1,994","3,355",,  3/10
16795,https://www.realtor.com/realestateandhomes-detail/1119-NW-23rd-Ter_Fort-Lauderdale_FL_33311_M54689-50255,"1,020","6,265",,  5/10
16784,https://www.realtor.com/realestateandhomes-detail/1340-Avocado-Isle_Fort-Lauderdale_FL_33315_M66646-00200,"1,466",,0.25,  9/10
16799,https://www.realtor.com/realestateandhomes-detail/Lauderhill_FL_33311_M50849-82802,"1,176","7,501",,  2/10
16797,https://www.realtor.com/realestateandhomes-detail/12319-NW-27th-Pl_Coral-Springs_FL_33065_M55812-39541,"2,485","6,000",,  1/10
16801,https://www.realtor.com/realestateandhomes-detail/2700-SW-18th-St_Fort-Lauderdale_FL_33312_M68578-61378,"1,740","7,500",,  4/10
16798,https://www.realtor.com/realestateandhomes-detail/13630-SW-17th-Ct_Miramar_FL_33027_M57132-52476,"1,632","7,350",,  1/10
16803,https://www.realtor.com/realestateandhomes-detail/1270-SW-28th-Rd_Fort-Lauderdale_FL_33312_M56724-31748,"1,376","8,756",,  1/10
16800,https://www.realtor.com/realestateandhomes-detail/1095-NW-73rd-Ter_Margate_FL_33063_M51328-32975,"1,834","5,438",,  4/10
16796,https://www.realtor.com/realestateandhomes-detail/694-Heritage-Dr_Weston_FL_33326_M55242-67435,"2,972","9,300",,  6/10
16804,https://www.realtor.com/realestateandhomes-detail/5600-S-Travelers-Palm-Ln_Tamarac_FL_33319_M65601-40062,"2,190",,0.26,  7/10
16805,https://www.realtor.com/realestateandhomes-detail/2733-NE-18th-Ter_Wilton-Manors_FL_33306_M60654-03037,"2,708","8,925",,  9/10
16802,https://www.realtor.com/realestateandhomes-detail/2775-Oak-Grove-Rd_Davie_FL_33328_M56919-18687,"1,709","5,685",,  1/10
16808,https://www.realtor.com/realestateandhomes-detail/441-NW-78th-Ave_Plantation_FL_33324_M54448-30967,"1,588","8,000",,  4/10
16807,https://www.realtor.com/realestateandhomes-detail/17418-SW-28th-Ct_Miramar_FL_33029_M56720-81281,"2,940","9,840",,  1/10
16806,https://www.realtor.com/realestateandhomes-detail/1965-Twin-Dolphin-Ln_Fort-Lauderdale_FL_33316_M62609-89375,"2,290","7,500",,  9/10
16809,https://www.realtor.com/realestateandhomes-detail/6249-NW-120th-Dr_Coral-Springs_FL_33076_M52217-09100,"3,522",,0.34,  6/10
16810,https://www.realtor.com/realestateandhomes-detail/2701-NW-105th-Ter_Coral-Springs_FL_33065_M60217-22981,"4,510",,0.36,  1/10
16813,https://www.realtor.com/realestateandhomes-detail/2933-Hidden-Harbour-St_Fort-Lauderdale_FL_33312_M67857-57097,"2,800","4,144",,  5/10
16814,https://www.realtor.com/realestateandhomes-detail/3700-NE-27th-Ave_Lighthouse-Point_FL_33064_M54685-16362,"6,284",,0.29,  9/10
16817,https://www.realtor.com/realestateandhomes-detail/3477-Derby-Ln_Weston_FL_33331_M51542-71009,"4,584",,1.13,  1/10
16815,https://www.realtor.com/realestateandhomes-detail/60-Isla-Bahia-Dr_Fort-Lauderdale_FL_33316_M66751-95100,"8,832",,0.46,  10/10
16811,https://www.realtor.com/realestateandhomes-detail/1330-NW-69th-Ave_Hollywood_FL_33024_M59574-82091,"1,480","6,001",,  1/10
16819,https://www.realtor.com/realestateandhomes-detail/5700-NW-122nd-Ter_Coral-Springs_FL_33076_M53498-86730,"1,819","6,363",,  4/10
16816,https://www.realtor.com/realestateandhomes-detail/7011-SW-11th-St_Plantation_FL_33317_M55657-84844,"1,936",,0.28,  5/10
16812,https://www.realtor.com/realestateandhomes-detail/9912-NW-49th-Pl_Coral-Springs_FL_33076_M56063-68158,"2,659","8,603",,  2/10
16820,https://www.realtor.com/realestateandhomes-detail/9830-Blue-Isle-Bay_Parkland_FL_33076_M60999-49297,"4,176","7,265",,  1/10
16822,https://www.realtor.com/realestateandhomes-detail/16345-SW-31st-St_Miramar_FL_33027_M66684-56201,"2,707","6,911",,  1/10
16818,https://www.realtor.com/realestateandhomes-detail/13328-SW-21st-St_Miramar_FL_33027_M66167-49446,"2,747","9,352",,  2/10
16823,https://www.realtor.com/realestateandhomes-detail/5800-SW-198th-Ter_Southwest-Ranches_FL_33332_M57974-64059,"4,538",,2.43,  1/10
16821,https://www.realtor.com/realestateandhomes-detail/17169-SW-49th-Pl_Miramar_FL_33027_M56977-17591,"2,418","6,055",,  1/10
16827,https://www.realtor.com/realestateandhomes-detail/2850-NE-35th-St_Fort-Lauderdale_FL_33306_M60991-28715,"3,368",,0.23,  9/10
16825,https://www.realtor.com/realestateandhomes-detail/1008-Mandarin-Isle_Fort-Lauderdale_FL_33315_M60414-20065,"4,630",,0.24,  7/10
16824,https://www.realtor.com/realestateandhomes-detail/2556-SE-10th-St_Pompano-Beach_FL_33062_M51666-74823,"1,936","7,500",,  9/10
16828,https://www.realtor.com/realestateandhomes-detail/1597-Springside-Dr_Weston_FL_33326_M51910-98536,"1,214","1,707",,  1/10
16826,https://www.realtor.com/realestateandhomes-detail/2824-NE-23rd-Ave_Lighthouse-Point_FL_33064_M51226-26143,"5,079","9,350",,  9/10
16829,https://www.realtor.com/realestateandhomes-detail/1285-Bayview-Cir_Weston_FL_33326_M67115-11724,"2,013","8,499",,  1/10
16831,https://www.realtor.com/realestateandhomes-detail/9689-NW-59th-Ct_Parkland_FL_33076_M69189-23291,"2,959",,0.37,  1/10
16830,https://www.realtor.com/realestateandhomes-detail/11707-Greenbrier-Ln_Coral-Springs_FL_33071_M63933-27588,"2,879",,0.24,  1/10
16832,https://www.realtor.com/realestateandhomes-detail/4170-NE-15th-Ave_Pompano-Beach_FL_33064_M61054-25437,978,"8,636",,  5/10
16833,https://www.realtor.com/realestateandhomes-detail/4109-Lansing-Ave_Hollywood_FL_33026_M54931-85713,"3,070","8,301",,  1/10
16835,https://www.realtor.com/realestateandhomes-detail/7440-Farragut-St_Hollywood_FL_33024_M50346-28290,"1,822","6,304",,  2/10
16836,https://www.realtor.com/realestateandhomes-detail/6404-SW-21st-St_Miramar_FL_33023_M57307-75140,"1,228","5,777",,  1/10
16838,https://www.realtor.com/realestateandhomes-detail/6169-SW-194th-Ave_Fort-Lauderdale_FL_33332_M68038-01029,"2,366","5,766",,  1/10
16839,https://www.realtor.com/realestateandhomes-detail/7711-Indigo-St_Miramar_FL_33023_M58122-45340,"1,094","5,995",,  5/10
16837,https://www.realtor.com/realestateandhomes-detail/10125-NW-43rd-St_Coral-Springs_FL_33065_M67155-40145,"2,173",,0.3,  4/10
16841,https://www.realtor.com/realestateandhomes-detail/3205-NW-2nd-St_Fort-Lauderdale_FL_33311_M57567-01416,960,"8,102",,  2/10
16840,https://www.realtor.com/realestateandhomes-detail/2280-Everglades-Dr_Miramar_FL_33023_M66002-86031,"1,735","6,000",,  1/10
16845,https://www.realtor.com/realestateandhomes-detail/11788-Fortress-Run_Parkland_FL_33076_M60484-98971,0,"6,000",,  6/10
16842,https://www.realtor.com/realestateandhomes-detail/316-SW-21st-St_Fort-Lauderdale_FL_33315_M51986-32554,"1,032","6,750",,  5/10
16843,https://www.realtor.com/realestateandhomes-detail/120-NW-54th-St_Fort-Lauderdale_FL_33309_M60369-43230,"1,136","5,500",,  4/10
16844,https://www.realtor.com/realestateandhomes-detail/459-NE-17th-Way_Fort-Lauderdale_FL_33301_M54614-43353,"1,996",,0.28,  6/10
16846,https://www.realtor.com/realestateandhomes-detail/105-Dockside-Cir_Weston_FL_33327_M55961-16172,"5,111",,0.32,  1/10
16849,https://www.realtor.com/realestateandhomes-detail/921-SW-101st-Ter_Pembroke-Pines_FL_33025_M68338-65260,"2,608","5,661",,  1/10
16850,https://www.realtor.com/realestateandhomes-detail/8515-NW-26th-Dr_Coral-Springs_FL_33065_M65185-52526,"1,780","9,539",,  2/10
16847,https://www.realtor.com/realestateandhomes-detail/15961-SW-61st-St_Davie_FL_33331_M55447-87609,"2,372",,0.32,  1/10
16848,https://www.realtor.com/realestateandhomes-detail/1354-Plumosa-Way_Weston_FL_33327_M50289-34272,"1,653","4,240",,  1/10
16852,https://www.realtor.com/realestateandhomes-detail/Pembroke-Pines_FL_33025_M57880-59744,"2,271","8,024",,  1/10
16853,https://www.realtor.com/realestateandhomes-detail/529-NW-8th-St_Dania_FL_33004_M50576-81387,"1,680","9,696",,  6/10
16856,https://www.realtor.com/realestateandhomes-detail/2813-NW-8th-Ct_Fort-Lauderdale_FL_33311_M55496-89105,"1,285","5,502",,  4/10
16857,https://www.realtor.com/realestateandhomes-detail/2541-Sanctuary-Dr_Weston_FL_33327_M51691-97535,"4,151",,0.32,  1/10
16854,https://www.realtor.com/realestateandhomes-detail/11921-NW-12th-St_Pembroke-Pines_FL_33026_M65925-53761,"1,280","3,853",,  1/10
16858,https://www.realtor.com/realestateandhomes-detail/4777-NW-120th-Way_Coral-Springs_FL_33076_M53937-11478,"2,040","5,554",,  1/10
16851,https://www.realtor.com/realestateandhomes-detail/91-NW-110th-Ave_Plantation_FL_33324_M54496-75539,"2,108","3,653",,  4/10
16859,https://www.realtor.com/realestateandhomes-detail/220-SE-8th-St_Dania_FL_33004_M68843-49240,"1,866","6,000",,  9/10
